,AGE,LENGTH,MAPSCOGRID,SLOPE,SUBAREA,DIAMETER,MATERIAL,PACP,SUBAREA_Encoded,MATERIAL_Encoded,MAPSCOGRID_Encoded
17515,33.2,685,88K,0.006,CF08_01,6,V.C.,3,88,8,848
17516,26.2,489,88P,0.0036,CF08_01,10,P.V.C.,1,88,6,852
17517,29.7,358,88P,0.0027,CF08_02,8,P.V.C.,1,89,6,852
17518,30.1,375,88L,0.1983,CF08_01,12,P.V.C.,1,88,6,849
17519,30.1,94,88L,0.0021,CF08_01,12,P.V.C.,1,88,6,849
17520,23.8,139,77L,0.0012,SC01_03,24,P.V.C.,1,186,6,725
17521,11.3,128,77M,0.0483,SC02_01,8,D.I.,1,188,3,726
17522,82.1,73,78K,0.0056,SC10_03,6,V.C.,2,237,8,748
17523,17.7,372,78L,0.0132,SC10_03,8,H.D.P.E.,1,237,5,749
17524,64.0,447,74S,0.0397,CF12_07,6,V.C.,1,117,8,659
17525,6.5,366,22T,0.0435,BF08_02,8,P.V.C.,1,38,6,181
17526,6.5,290,22T,0.0041,BF08_02,8,P.V.C.,1,38,6,181
17527,3.3,500,19L,0.0113,DC02_08,8,P.V.C.,1,137,6,139
17528,8.5,44,76A,0.0091,CF10_02,8,D.I.,1,100,3,691
17529,37.0,151,76A,0.0563,WF02_02,6,V.C.,1,313,8,691
17530,2.2,151,92D,0.0347,VC08_05,8,P.V.C.,1,289,6,945
17531,10.9,457,7U,0.0089,DC02_06,12,P.V.C.,1,135,6,794
17532,11.2,383,8W,0.006999999999999999,DC02_04,12,D.I.,1,133,3,893
17533,12.6,260,8Y,0.0517,DC02_03,8,P.V.C.,1,132,6,895
17534,10.9,113,7Y,0.0042,DC02_06,8,P.V.C.,1,135,6,796
17535,10.9,145,22B,0.025,DC02_04,8,P.V.C.,1,133,6,169
17536,11.1,228,22B,0.0068,DC02_04,12,D.I.,1,133,3,169
17537,46.0,107,74V,0.0557,CF12_04,6,CONCRETE,1,114,2,662
17538,59.7,413,75V,0.0063,CF04_02,6,CONCRETE,2,64,2,686
17539,24.5,41,75V,0.0005,CF04_06,15,P.V.C.,1,68,6,686
17540,12.2,94,75G,0.005,CF10_04,8,P.V.C.,1,102,6,673
17541,29.8,293,36R,0.0083,BF06_02,8,P.V.C.,1,30,6,271
17542,11.6,262,22A,0.0471,DC02_04,12,P.V.C.,1,133,6,168
17543,16.9,228,52Z,0.0055,BF01_03,8,P.V.C.,1,2,6,381
17544,54.3,256,80N,0.0348,VC01_05,6,CONCRETE,3,256,2,810
17545,41.9,147,61A,0.0298,WF01_01,18,V.C.,2,306,8,430
17546,15.4,501,75T,0.0048,CF11_06,15,P.V.C.,1,109,6,684
17547,6.5,80,22T,0.02,BF08_02,8,P.V.C.,1,38,6,181
17548,6.5,505,22T,0.0337,BF08_02,8,P.V.C.,1,38,6,181
17549,38.0,267,75G,0.0194,CF10_04,8,V.C.,4,102,8,673
17550,10.7,345,75F,0.025,CF10_04,8,P.V.C.,1,102,6,672
17551,25.3,185,88M,0.0062,CF07_02,24,P.V.C.,2,83,6,850
17552,28.4,589,88K,0.0041,CF08_01,8,V.C.,1,88,8,848
17553,9.8,326,88P,0.0427,CF08_02,8,P.V.C.,1,89,6,852
17554,3.6,135,74W,0.0304,CF12_07,8,H.D.P.E.,3,117,5,663
17555,10.6,91,74W,0.0048,CF12_07,8,H.D.P.E.,1,117,5,663
17556,7.1,120,90N,0.0747,CF06_07,8,H.D.P.E.,1,81,5,909
17557,6.5,275,22T,0.0204,BF08_02,8,P.V.C.,1,38,6,181
17558,24.0,574,75F,0.01,CF10_04,8,P.V.C.,3,102,6,672
17559,15.4,203,75G,0.0127,CF10_04,8,P.V.C.,3,102,6,673
17560,22.5,222,76A,0.0597,WF02_02,12,D.I.,1,313,3,691
17561,9.0,161,21H,0.004,DC02_04,8,P.V.C.,1,133,6,154
17562,9.0,489,21D,0.004,DC02_04,8,P.V.C.,1,133,6,153
17563,9.0,77,21D,0.0056,DC02_04,8,P.V.C.,1,133,6,153
17564,15.3,238,78T,0.0483,SC10_08,8,P.V.C.,1,242,6,756
17565,23.1,71,78P,0.0134,SC11_03,15,P.V.C.,1,245,6,752
17566,3.7,140,67Y,0.0161,VC03_01,8,P.V.C.,1,263,6,582
17567,66.8,179,74S,0.0405,CF12_06,6,CONCRETE,2,116,2,659
17568,6.5,305,22T,0.0787,BF08_02,8,P.V.C.,1,38,6,181
17569,2.2,239,92C,0.0062,VC08_05,8,P.V.C.,1,289,6,944
17570,8.0,217,22D,0.0478,DC03_02,8,P.V.C.,1,139,6,171
17571,11.4,301,75F,0.0041,CF10_04,8,P.V.C.,1,102,6,672
17572,11.4,300,75F,0.0223,CF10_04,8,P.V.C.,1,102,6,672
17573,3.6,72,19L,0.0028,DC02_08,8,P.V.C.,1,137,6,139
17574,3.7,132,75F,0.004,CF10_04,8,D.I.,1,102,3,672
17575,10.7,307,49D,0.0072,BF05_02,8,P.V.C.,1,21,6,345
17576,10.7,314,49D,0.0433,BF05_02,8,P.V.C.,1,21,6,345
17577,9.0,184,21H,0.0161,DC02_04,8,P.V.C.,1,133,6,154
17578,9.2,276,22A,0.0198,DC02_04,8,P.V.C.,1,133,6,168
17579,9.2,332,22A,0.0236,DC02_04,8,P.V.C.,1,133,6,168
17580,20.0,275,7U,0.004,DC02_06,8,P.V.C.,1,135,6,794
17581,12.6,292,8Y,0.0327,DC02_03,8,P.V.C.,1,132,6,895
17582,10.9,180,22B,0.0102,DC02_04,8,P.V.C.,1,133,6,169
17583,10.9,272,22B,0.0023,DC02_04,8,P.V.C.,1,133,6,169
17584,19.4,150,77J,0.0253,SC01_03,6,P.V.C.,1,186,6,723
17585,15.4,507,75T,0.0049,CF11_01,15,P.V.C.,1,104,6,684
17586,56.7,462,75Y,0.0033,CF04_07,8,D.I.,2,69,3,689
17587,10.6,53,74W,0.0059,CF12_07,8,H.D.P.E.,1,117,5,663
17588,6.5,285,22T,0.0039,BF08_02,8,P.V.C.,1,38,6,181
17589,10.7,158,49D,0.005,BF05_02,8,P.V.C.,2,21,6,345
17590,19.3,63,75C,0.0397,WF02_04,8,P.V.C.,1,315,6,669
17591,35.2,443,77P,0.0079,SC02_04,6,V.C.,2,191,8,728
17592,11.7,125,77Q,0.0208,SC02_01,8,P.V.C.,2,188,6,729
17593,12.5,440,77Q,0.0022,SC02_01,8,P.V.C.,1,188,6,729
17594,3.5,420,80D,0.0159,VC04_01,8,P.V.C.,1,267,6,801
17595,5.7,251,80G,0.0079,VC03_03,8,P.V.C.,1,265,6,804
17596,18.4,66,67A,0.0029,BF01_02,10,P.V.C.,1,1,6,565
17597,1.6,346,31M,0.0672,MC05_04,8,P.V.C.,1,165,6,193
17598,11.8,700,61X,0.0006,WF02_05,54,CONCRETE,1,316,2,450
17599,10.2,334,21D,0.0097,DC02_04,8,P.V.C.,1,133,6,153
17600,10.1,412,21D,0.0354,DC02_04,8,P.V.C.,1,133,6,153
17601,9.2,279,22A,0.004,DC02_04,8,P.V.C.,1,133,6,168
17602,15.2,42,103S,0.0043,CF09_02,8,P.V.C.,1,95,6,29
17603,15.8,387,103N,0.0085,CF09_02,15,P.V.C.,1,95,6,25
17604,29.4,184,76M,0.0049,CF01_06,8,V.C.,1,51,8,702
17605,13.6,482,104E,0.0102,SC09_01,8,P.V.C.,1,229,6,41
17606,19.6,332,104E,0.005,SC09_01,8,P.V.C.,1,229,6,41
17607,95.2,112,77A,0.0028,CF01_07,8,V.C.,1,52,8,715
17608,95.2,100,77A,0.0071,CF01_07,8,V.C.,2,52,8,715
17609,7.5,187,76L,0.01,CF02_02,16,D.I.,1,54,3,701
17610,11.3,149,75K,0.0031,CF11_07,12,P.V.C.,1,110,6,676
17611,6.9,222,75E,0.0031,WF03_03,8,P.V.C.,1,319,6,671
17612,7.1,41,75E,0.0042,WF03_03,8,P.V.C.,2,319,6,671
17613,53.4,190,75A,0.0111,WF03_03,6,CONCRETE,3,319,2,667
17614,8.5,463,22T,0.0082,BF08_02,8,P.V.C.,1,38,6,181
17615,10.8,260,47G,0.0098,MC03_04,8,P.V.C.,1,153,6,302
17616,9.0,334,72F,0.008,CF14_02,8,P.V.C.,1,125,6,609
17617,9.0,490,72A,0.0461,CF14_02,8,P.V.C.,1,125,6,604
17618,8.8,269,90R,0.0065,SC05_04,18,D.I.,1,206,3,912
17619,8.8,378,90R,0.0064,SC05_04,18,P.V.C.,1,206,6,912
17620,2.7,499,22M,0.0039,DC03_01,8,P.V.C.,1,138,6,178
17621,21.1,324,88T,0.0108,CF08_02,8,P.V.C.,2,89,6,856
17622,53.4,95,90T,0.0121,SC08_02,6,V.C.,2,224,8,914
17623,9.2,143,104C,0.0071,SC08_01,6,P.V.C.,1,223,6,39
17624,6.9,59,75E,0.0053,WF03_03,8,P.V.C.,1,319,6,671
17625,6.5,461,22T,0.013000000000000001,BF08_02,8,P.V.C.,1,38,6,181
17626,8.5,260,20Z,0.0029,BF05_05,10,P.V.C.,1,24,6,152
17627,9.4,104,62H,0.0291,MC02_01,8,P.V.C.,2,145,6,460
17628,27.5,305,22M,0.0053,DC03_01,6,P.V.C.,1,138,6,178
17629,36.8,32,104E,0.0044,SC07_03,8,V.C.,1,218,8,41
17630,9.5,355,46H,0.0423,MC07_01,8,P.V.C.,1,174,6,284
17631,9.4,374,47E,0.0251,MC07_01,8,P.V.C.,1,174,6,300
17632,9.5,160,47E,0.0214,MC07_01,8,P.V.C.,1,174,6,300
17633,11.9,64,75J,0.0144,CF11_02,8,D.I.,2,105,3,675
17634,10.4,516,47G,0.008,MC07_01,8,P.V.C.,1,174,6,302
17635,7.8,348,61U,0.0152,WF03_02,8,P.V.C.,2,318,6,447
17636,2.6,225,78Y,0.0291,VC08_04,8,P.V.C.,1,288,6,761
17637,58.6,309,92C,0.0283,VC08_04,6,P.V.C.,3,288,6,944
17638,3.7,465,5F,0.0098,DC02_07,8,P.V.C.,1,136,6,405
17639,3.7,557,5G,0.004,DC02_07,8,P.V.C.,1,136,6,406
17640,10.1,108,21D,0.0819,DC02_04,8,P.V.C.,1,133,6,153
17641,11.6,253,22A,0.0227,DC02_04,12,P.V.C.,1,133,6,168
17642,32.7,350,35R,0.0039,BF09_02,18,P.V.C.,1,42,6,247
17643,7.5,504,642J,0.0129,DC01_03,8,P.V.C.,1,129,6,501
17644,11.6,135,21D,0.0425,DC02_04,8,P.V.C.,1,133,6,153
17645,8.0,229,22D,0.0437,DC03_02,8,P.V.C.,1,139,6,171
17646,16.9,264,52Z,0.0051,BF01_03,8,P.V.C.,1,2,6,381
17647,17.6,224,66D,0.005,BF01_03,8,P.V.C.,1,2,6,545
17648,19.5,274,103N,0.0388,CF09_04,8,P.V.C.,1,97,6,25
17649,74.4,1,75K,3.19,CF11_07,6,V.C.,1,110,8,676
17650,7.4,202,22T,0.0297,BF08_02,8,P.V.C.,1,38,6,181
17651,19.3,197,75C,0.0387,WF02_04,8,P.V.C.,1,315,6,669
17652,58.9,315,78Z,0.0217,VC08_04,8,V.C.,2,288,8,762
17653,2.6,376,92C,0.0217,VC08_04,8,P.V.C.,1,288,6,944
17654,16.1,163,76A,0.0089,WF02_02,8,P.V.C.,1,313,6,691
17655,9.0,499,21D,0.0202,DC02_04,8,P.V.C.,1,133,6,153
17656,19.3,134,75G,0.016,CF10_03,6,D.I.,2,101,3,673
17657,10.5,210,21N,0.0258,BF09_03,8,P.V.C.,1,43,6,158
17658,10.5,498,21S,0.0131,BF09_03,8,P.V.C.,1,43,6,161
17659,10.5,125,21S,0.0188,BF09_03,8,P.V.C.,1,43,6,161
17660,2.2,161,92D,0.0134,VC08_05,8,P.V.C.,1,289,6,945
17661,9.0,122,21D,0.004,DC02_04,8,P.V.C.,1,133,6,153
17662,10.1,401,22A,0.0097,DC02_04,8,P.V.C.,1,133,6,168
17663,11.1,221,79D,0.0516,VC06_01,8,P.V.C.,1,276,6,766
17664,6.6,249,74T,0.0141,CF12_03,8,P.V.C.,1,113,6,660
17665,6.9,111,75E,0.0035,WF03_03,8,P.V.C.,1,319,6,671
17666,6.5,63,22T,0.0476,BF08_02,8,P.V.C.,1,38,6,181
17667,19.5,159,102R,0.0039,CF09_04,8,P.V.C.,1,97,6,9
17668,9.9,199,46H,0.0378,MC04_04,8,P.V.C.,1,160,6,284
17669,3.4,122,93L,0.0039,VC09_05,8,P.V.C.,1,294,6,969
17670,2.6,109,22M,0.004,DC03_01,8,P.V.C.,1,138,6,178
17671,27.4,412,22L,0.0073,DC03_01,6,P.V.C.,2,138,6,177
17672,11.1,253,46C,0.0244,MC04_05,10,P.V.C.,2,161,6,281
17673,9.5,269,46D,0.0198,MC07_01,8,P.V.C.,1,174,6,282
17674,14.5,155,104E,0.0127,SC07_07,8,P.V.C.,1,222,6,41
17675,9.2,406,22A,0.0099,DC02_04,8,P.V.C.,1,133,6,168
17676,16.6,213,76L,0.051,CF02_02,8,P.V.C.,3,54,6,701
17677,12.1,79,76M,0.0041,CF02_05,8,D.I.,2,57,3,702
17678,10.5,71,21S,0.0279,BF09_03,8,P.V.C.,1,43,6,161
17679,9.5,273,22A,0.0407,DC02_04,8,P.V.C.,1,133,6,168
17680,30.2,389,58U,0.008,WF05_01,15,P.V.C.,1,326,6,398
17681,64.6,77,75E,0.5158,WF03_03,6,CONCRETE,3,319,2,671
17682,10.9,504,22B,0.0099,DC02_04,8,P.V.C.,1,133,6,169
17683,17.5,116,21S,0.01,BF09_03,8,D.I.,1,43,3,161
17684,31.1,375,89S,0.0083,CF07_04,6,V.C.,1,85,8,879
17685,3.4,453,19L,0.0029,DC02_08,10,P.V.C.,1,137,6,139
17686,11.7,196,75D,0.0102,WF02_04,8,P.V.C.,1,315,6,670
17687,6.3,344,5G,0.0054,DC02_07,8,P.V.C.,1,136,6,406
17688,3.7,271,5G,0.004,DC02_07,8,P.V.C.,1,136,6,406
17689,3.7,341,5G,0.0051,DC02_07,8,P.V.C.,1,136,6,406
17690,9.0,270,21D,0.004,DC02_04,8,P.V.C.,1,133,6,153
17691,2.6,202,78Y,0.0042,VC08_04,8,P.V.C.,1,288,6,761
17692,10.1,278,22A,0.0026,DC02_04,10,P.V.C.,1,133,6,168
17693,19.5,322,102R,0.0213,CF09_04,8,P.V.C.,1,97,6,9
17694,5.0,83,36G,0.031,BF07_03,8,P.V.C.,1,36,6,262
17695,9.9,433,46H,0.0367,MC04_04,8,P.V.C.,1,160,6,284
17696,9.9,138,46H,0.022000000000000002,MC04_04,8,P.V.C.,1,160,6,284
17697,7.6,233,7Z,0.0214,DC02_06,10,P.V.C.,1,135,6,797
17698,11.0,289,22C,0.0039,DC02_03,8,P.V.C.,1,132,6,170
17699,11.1,272,22C,0.0134,DC02_03,8,P.V.C.,1,132,6,170
17700,25.1,316,36Q,0.005,BF06_05,8,P.V.C.,1,33,6,270
17701,6.4,291,642J,0.0199,DC01_03,8,P.V.C.,1,129,6,501
17702,11.6,379,21D,0.0123,DC02_04,8,P.V.C.,1,133,6,153
17703,12.2,310,103S,0.023,CF09_02,8,P.V.C.,1,95,6,29
17704,13.0,303,103N,0.0358,CF09_02,8,P.V.C.,1,95,6,25
17705,16.8,58,74Y,0.0028,CF12_02,18,P.V.C.,1,112,6,665
17706,5.0,471,75L,0.0209,CF10_02,8,P.V.C.,1,100,6,677
17707,20.3,124,75K,0.0089,CF11_07,8,D.I.,3,110,3,676
17708,14.9,140,75C,0.0714,WF02_05,8,H.D.P.E.,1,316,5,669
17709,17.3,503,21S,0.0247,BF09_03,8,P.V.C.,1,43,6,161
17710,2.5,340,72B,0.0082,WF05_05,8,P.V.C.,1,330,6,605
17711,6.2,225,72A,0.0202,WF05_05,8,P.V.C.,1,330,6,604
17712,32.7,40,35R,0.0443,BF09_02,18,P.V.C.,2,42,6,247
17713,27.0,373,103N,0.0298,CF09_04,8,P.V.C.,1,97,6,25
17714,19.5,403,103N,0.004,CF09_04,8,P.V.C.,1,97,6,25
17715,8.6,10,105J,0.01,SC06_03,6,P.V.C.,1,212,6,65
17716,3.4,296,93L,0.0036,VC09_05,8,P.V.C.,1,294,6,969
17717,3.4,325,62G,0.0087,MC03_01,8,P.V.C.,1,150,6,459
17718,8.8,453,90R,0.0067,SC05_04,18,P.V.C.,1,206,6,912
17719,3.6,305,75H,0.0101,CF10_02,10,P.V.C.,1,100,6,674
17720,2.7,349,22M,0.004,DC03_01,8,P.V.C.,1,138,6,178
17721,27.4,448,22M,0.0063,DC03_01,6,P.V.C.,1,138,6,178
17722,8.5,408,105J,0.005,SC06_03,8,P.V.C.,1,212,6,65
17723,31.7,546,104E,0.013000000000000001,SC09_01,6,P.V.C.,1,229,6,41
17724,10.1,374,104F,0.0116,SC08_04,8,P.V.C.,1,226,6,42
17725,17.6,144,74B,0.0041,WF04_02,24,D.I.,3,323,3,644
17726,11.8,26,74B,0.005,WF04_02,8,P.V.C.,2,323,6,644
17727,30.4,141,67Y,0.004,VC01_01,8,P.V.C.,1,252,6,582
17728,3.4,472,93L,0.0039,VC09_05,8,P.V.C.,1,294,6,969
17729,27.4,362,22L,0.0048,DC03_01,6,P.V.C.,1,138,6,177
17730,19.8,452,74Z,0.006,CF12_04,8,P.V.C.,1,114,6,666
17731,11.1,313,46D,0.0121,MC04_05,8,P.V.C.,1,161,6,282
17732,11.2,276,46H,0.017,MC04_05,10,P.V.C.,1,161,6,284
17733,5.4,236,75J,0.0109,CF11_02,8,D.I.,1,105,3,675
17734,62.6,160,75E,0.0076,WF03_03,6,CONCRETE,3,319,2,671
17735,10.9,380,22B,0.03,DC02_04,8,P.V.C.,1,133,6,169
17736,3.7,40,75F,0.0105,CF10_04,8,D.I.,1,102,3,672
17737,4.4,63,61Z,0.1518,WF02_04,6,P.V.C.,2,315,6,452
17738,2.6,465,78Y,0.0046,VC08_04,8,P.V.C.,1,288,6,761
17739,9.0,91,21D,0.0513,DC02_04,8,P.V.C.,1,133,6,153
17740,11.6,193,21D,0.0226,DC02_04,12,P.V.C.,1,133,6,153
17741,17.5,117,21S,0.0099,BF09_03,8,D.I.,1,43,3,161
17742,9.9,324,46H,0.0402,MC04_04,8,P.V.C.,1,160,6,284
17743,3.4,307,93L,0.004,VC09_05,8,P.V.C.,1,294,6,969
17744,27.4,1,22L,1.31,DC03_01,6,P.V.C.,2,138,6,177
17745,27.5,37,22M,0.0516,DC03_01,6,P.V.C.,2,138,6,178
17746,11.1,50,46H,0.0354,MC04_05,8,P.V.C.,1,161,6,284
17747,6.3,458,46H,0.0245,MC07_01,8,P.V.C.,1,174,6,284
17748,64.6,208,78Y,0.0308,VC08_04,8,V.C.,3,288,8,761
17749,2.2,358,92D,0.0518,VC08_05,8,P.V.C.,1,289,6,945
17750,9.0,363,21D,0.0066,DC02_04,8,P.V.C.,1,133,6,153
17751,9.1,367,21D,0.0395,DC02_04,8,P.V.C.,1,133,6,153
17752,9.2,329,22A,0.0039,DC02_04,8,P.V.C.,1,133,6,168
17753,10.8,352,47G,0.006999999999999999,MC03_04,8,P.V.C.,1,153,6,302
17754,27.6,370,103N,0.0662,CF09_04,8,P.V.C.,1,97,6,25
17755,69.0,220,90G,0.0261,SC04_03,6,CONCRETE,2,200,2,903
17756,11.8,137,74B,0.004,WF04_02,8,P.V.C.,2,323,6,644
17757,27.4,1,22L,0.91,DC03_01,6,P.V.C.,2,138,6,177
17758,28.7,36,74Z,0.0036,CF12_04,21,CONCRETE,2,114,2,666
17759,11.1,473,46D,0.0403,MC04_05,8,P.V.C.,1,161,6,282
17760,11.1,439,46D,0.0405,MC04_05,8,P.V.C.,1,161,6,282
17761,18.8,412,21T,0.004,BF09_03,10,P.V.C.,2,43,6,162
17762,9.0,151,72A,0.0389,CF14_02,8,P.V.C.,1,125,6,604
17763,9.0,302,72E,0.0118,CF14_02,8,P.V.C.,1,125,6,608
17764,5.2,151,92E,0.0256,VC09_04,8,P.V.C.,1,293,6,946
17765,11.1,407,46C,0.0219,MC04_05,8,P.V.C.,1,161,6,281
17766,19.7,35,48Q,0.0006,MC02_04,8,C.I.,1,148,1,332
17767,15.1,359,75D,0.0091,CF10_02,8,V.C.,1,100,8,670
17768,9.8,58,76H,0.0229,CF01_06,8,P.V.C.,1,51,6,698
17769,9.6,195,46H,0.0408,MC07_01,8,P.V.C.,1,174,6,284
17770,33.4,280,81A,0.0375,VC03_03,6,V.C.,2,265,8,816
17771,58.5,253,78Y,0.0394,VC08_04,6,V.C.,1,288,8,761
17772,11.5,167,52Y,0.0041,BF01_03,8,P.V.C.,1,2,6,380
17773,13.9,247,75Q,0.0061,CF11_01,8,H.D.P.E.,1,104,5,681
17774,27.3,264,36R,0.006,BF06_02,8,P.V.C.,1,30,6,271
17775,66.1,216,90G,0.0308,SC04_03,6,CONCRETE,3,200,2,903
17776,27.5,234,22M,0.0115,DC03_01,6,P.V.C.,1,138,6,178
17777,2.7,34,22M,0.0035,DC03_01,8,P.V.C.,1,138,6,178
17778,2.7,263,22M,0.004,DC03_01,8,P.V.C.,1,138,6,178
17779,27.4,387,22L,0.006,DC03_01,6,P.V.C.,2,138,6,177
17780,27.4,266,22L,0.0054,DC03_01,6,P.V.C.,2,138,6,177
17781,29.4,131,76M,0.026000000000000002,CF01_06,8,V.C.,1,51,8,702
17782,4.1,269,5K,0.0067,DC02_08,8,P.V.C.,1,137,6,408
17783,8.5,148,75K,0.0201,CF11_07,8,P.V.C.,1,110,6,676
17784,10.3,114,61F,0.0068,WF01_04,15,P.V.C.,1,309,6,435
17785,15.7,24,62J,0.2917,MC06_03,8,P.V.C.,1,172,6,461
17786,15.7,209,62J,0.0118,MC06_03,12,P.V.C.,1,172,6,461
17787,29.0,405,61M,0.0304,WF01_02,15,V.C.,3,307,8,441
17788,8.2,200,8X,0.0085,DC02_04,8,P.V.C.,1,133,6,894
17789,5.7,112,88L,0.0018,CF08_01,12,P.V.C.,1,88,6,849
17790,16.4,727,79X,0.0019,VC07_02,10,P.V.C.,1,280,6,784
17791,11.2,37,62B,0.0124,MC03_01,8,P.V.C.,1,150,6,454
17792,5.8,143,5M,0.0336,DC02_07,8,P.V.C.,1,136,6,410
17793,2.5,460,80G,0.0189,VC03_03,8,P.V.C.,1,265,6,804
17794,2.5,452,80G,0.0095,VC03_03,8,P.V.C.,1,265,6,804
17795,6.9,369,93N,0.0039,VC10_01,8,P.V.C.,1,295,6,971
17796,3.8,146,36N,0.0254,BF09_04,8,P.V.C.,1,44,6,268
17797,33.9,542,35R,0.006999999999999999,BF09_04,6,V.C.,1,44,8,247
17798,18.9,150,47Z,0.0041,MC03_06,12,D.I.,2,155,3,318
17799,63.6,336,80N,0.0032,VC01_05,10,CONCRETE,3,256,2,810
17800,14.1,80,89R,0.0041,CF06_05,8,P.V.C.,1,79,6,878
17801,29.3,849,80M,0.0008,VC01_02,48,CONCRETE,1,253,2,809
17802,11.8,267,21H,0.004,DC02_04,8,P.V.C.,1,133,6,154
17803,11.0,318,8Y,0.0301,DC02_03,8,P.V.C.,1,132,6,895
17804,11.0,284,22C,0.0224,DC02_03,8,P.V.C.,1,132,6,170
17805,3.1,229,74Q,0.0079,CF11_04,8,P.V.C.,1,107,6,657
17806,9.1,35,74Q,0.0049,CF11_04,12,P.V.C.,1,107,6,657
17807,12.8,19,76H,0.0153,CF01_05,8,D.I.,1,50,3,698
17808,0.1,376,90G,0.005,CF03_04,8,P.V.C.,1,61,6,903
17809,10.8,180,76Z,0.0087,SC04_05,8,P.V.C.,1,202,6,714
17810,5.9,138,36N,0.0049,BF05_09,8,P.V.C.,1,28,6,268
17811,19.7,306,62E,0.0294,MC06_03,8,P.V.C.,1,172,6,457
17812,31.4,340,54X,0.0059,TRA01_01,8,V.C.,1,248,8,384
17813,36.7,212,66Z,0.0676,VC04_01,6,V.C.,1,267,8,564
17814,47.6,262,80D,0.0961,VC04_01,6,CONCRETE,2,267,2,801
17815,11.7,224,33W,0.0086,MC07_01,8,P.V.C.,1,174,6,220
17816,27.7,456,36Q,0.0118,BF06_05,8,P.V.C.,1,33,6,270
17817,27.7,142,36Q,0.0212,BF06_05,15,P.V.C.,2,33,6,270
17818,26.5,288,35V,0.004,BF09_01,6,P.V.C.,1,41,6,251
17819,15.5,108,81B,0.0041,VC01_01,8,P.V.C.,1,252,6,817
17820,15.5,292,81B,0.004,VC01_01,8,P.V.C.,1,252,6,817
17821,12.3,280,81B,0.0204,VC01_01,8,P.V.C.,1,252,6,817
17822,47.7,291,80D,0.0278,VC04_01,6,CONCRETE,3,267,2,801
17823,8.3,93,80D,0.0062,VC04_01,8,P.V.C.,1,267,6,801
17824,8.5,302,22T,0.0301,BF08_02,8,P.V.C.,1,38,6,181
17825,8.5,293,22T,0.0171,BF08_02,8,P.V.C.,1,38,6,181
17826,10.3,125,90S,0.0055,CF06_07,8,H.D.P.E.,1,81,5,913
17827,13.1,96,76K,0.004,CF02_01,8,D.I.,2,53,3,700
17828,5.5,62,90J,0.0415,CF06_06,6,H.D.P.E.,1,80,5,905
17829,17.3,452,21S,0.004,BF09_03,8,P.V.C.,1,43,6,161
17830,16.0,493,21S,0.008,BF09_03,10,P.V.C.,1,43,6,161
17831,11.1,322,46C,0.0171,MC04_05,8,P.V.C.,2,161,6,281
17832,15.2,177,103M,0.004,SC07_03,8,P.V.C.,2,218,6,24
17833,24.4,335,36R,0.004,BF06_05,8,P.V.C.,1,33,6,271
17834,6.2,80,75J,0.016,CF11_02,8,P.V.C.,1,105,6,675
17835,27.6,400,102R,0.0343,CF09_04,8,P.V.C.,1,97,6,9
17836,27.0,308,103N,0.0585,CF09_04,8,P.V.C.,1,97,6,25
17837,3.5,167,93L,0.0003,VC09_05,54,FIBERGLASS,2,294,4,969
17838,3.4,116,93L,0.0435,VC09_05,8,P.V.C.,1,294,6,969
17839,3.4,313,93L,0.0246,VC09_05,8,P.V.C.,1,294,6,969
17840,14.5,172,104E,0.0129,SC07_07,8,P.V.C.,1,222,6,41
17841,12.9,172,75J,0.0079,CF11_02,8,P.V.C.,1,105,6,675
17842,3.4,457,93L,0.0406,VC09_05,8,P.V.C.,1,294,6,969
17843,22.2,600,93L,0.0008,VC09_05,54,CONCRETE,2,294,2,969
17844,3.5,137,93L,0.0006,VC09_05,54,FIBERGLASS,2,294,4,969
17845,3.4,1,93L,1.06,VC09_05,10,D.I.,2,294,3,969
17846,27.5,460,22M,0.0149,DC03_01,6,P.V.C.,1,138,6,178
17847,11.1,304,46C,0.022000000000000002,MC04_05,10,P.V.C.,1,161,6,281
17848,11.1,338,46C,0.0394,MC04_05,8,P.V.C.,2,161,6,281
17849,32.5,39,76H,0.0041,CF01_05,8,V.C.,1,50,8,698
17850,9.5,243,46D,0.0061,MC07_01,8,P.V.C.,1,174,6,282
17851,9.5,147,47E,0.0244,MC07_01,8,P.V.C.,1,174,6,300
17852,17.5,22,21S,0.01,BF09_03,8,P.V.C.,1,43,6,161
17853,2.5,99,72A,0.0422,WF05_05,8,P.V.C.,1,330,6,604
17854,2.5,97,72A,0.0435,WF05_05,8,P.V.C.,1,330,6,604
17855,31.1,165,89S,0.0041,CF07_04,6,V.C.,1,85,8,879
17856,1.0,291,92E,0.0165,SC03_02,8,P.V.C.,1,194,6,946
17857,3.4,514,19L,0.0062,DC02_08,8,P.V.C.,1,137,6,139
17858,4.3,258,63E,0.004,MC02_01,8,P.V.C.,2,145,6,481
17859,12.2,129,103X,0.0023,CF09_03,10,P.V.C.,1,96,6,34
17860,9.6,157,46H,0.0259,MC07_01,8,P.V.C.,1,174,6,284
17861,11.2,470,103T,0.0071,CF09_03,8,P.V.C.,1,96,6,30
17862,19.7,145,48Q,0.0309,MC02_04,8,C.I.,1,148,1,332
17863,32.3,208,76H,0.0072,CF01_05,12,V.C.,1,50,8,698
